Nama Stasiun ,WMO ID,Tanggal,Suhu Minimum (°C),Suhu Maksimum (°C),Suhu Rata-rata (°C),Kelembaban Rata-rata (%),Curah Hujan (mm),Lama Penyinaran (jam),Kecepatan Angin Rata-rata (knot),Kecepatan Angin Terbesar (knot)
Stasiun Meteorologi Perak I,96933,08/10/1987,24.6,36.2,29.5,56,0,8,2,3
Stasiun Meteorologi Perak I,96933,09/10/1987,24.5,35.2,29.3,60,0,8,2,3
Stasiun Meteorologi Perak I,96933,10/10/1987,24.5,33.8,28.8,60,0,8,2,4
Stasiun Meteorologi Perak I,96933,11/10/1987,23.4,35.2,29.2,58,0,8,2,3
Stasiun Meteorologi Perak I,96933,12/10/1987,23,31.6,30.6,52,0,8,3,4
Stasiun Meteorologi Perak I,96933,13/10/1987,22.2,35.2,29.7,56,0,8,3,4
Stasiun Meteorologi Perak I,96933,14/10/1987,24,36,29.5,61,0,8,3,4
Stasiun Meteorologi Perak I,96933,15/10/1987,25,36.2,30.4,56,0,8,3,5
Stasiun Meteorologi Perak I,96933,16/10/1987,25.5,25.6,30.3,56,0,8,3,6
Stasiun Meteorologi Perak I,96933,17/10/1987,24.8,35.2,30.3,60,0,7.8,3,5
Stasiun Meteorologi Perak I,96933,18/10/1987,24,25.6,29.5,62,0,7.1,2,6
Stasiun Meteorologi Perak I,96933,19/10/1987,23.8,35.8,30.3,58,0,8,2,3
Stasiun Meteorologi Perak I,96933,20/10/1987,23.5,35.4,30.5,55,0,8,2,3
Stasiun Meteorologi Perak I,96933,21/10/1987,23.5,35.5,29.8,59,0,8,2,6
Stasiun Meteorologi Perak I,96933,22/10/1987,24.5,37.2,30.4,56,0,8,3,5
Stasiun Meteorologi Perak I,96933,23/10/1987,24.6,36.2,30.3,56,0,8,2,3
Stasiun Meteorologi Perak I,96933,24/10/1987,24.5,36.8,30.3,58,0,8,2,3
Stasiun Meteorologi Perak I,96933,25/10/1987,25,36.4,29.7,62,0,8,2,4
Stasiun Meteorologi Perak I,96933,26/10/1987,25,36.4,30.8,54,0,8,2,3
Stasiun Meteorologi Perak I,96933,27/10/1987,25,37,31,58,0,8,2,3
Stasiun Meteorologi Perak I,96933,28/10/1987,25.8,36.9,30.1,62,0,8,3,4
Stasiun Meteorologi Perak I,96933,29/10/1987,25.8,35.4,30.9,59,0,7.3,2,3
Stasiun Meteorologi Perak I,96933,30/10/1987,25.7,35.8,30.6,62,0,4.3,3,4
Stasiun Meteorologi Perak I,96933,31/10/1987,25.8,35.7,30.3,60,0,6.9,2,5
Stasiun Meteorologi Perak I,96933,01/11/1987,24.2,37,30.3,62,0,6.9,2,6
Stasiun Meteorologi Perak I,96933,02/11/1987,24.9,35.2,30,62,0,2,2,4
Stasiun Meteorologi Perak I,96933,03/11/1987,24.7,36.4,31.3,56,0,7.6,2,3
Stasiun Meteorologi Perak I,96933,04/11/1987,25.4,35.8,30.5,61,0,8,3,4
Stasiun Meteorologi Perak I,96933,05/11/1987,26,36.6,30.5,61,0,6.2,3,6
Stasiun Meteorologi Perak I,96933,06/11/1987,25,36.2,29.3,69,6,7.1,2,5
Stasiun Meteorologi Perak I,96933,07/11/1987,25,34,29.2,74,0.6,7.7,3,4
Stasiun Meteorologi Perak I,96933,08/11/1987,25,35.2,30.7,63,0,8,3,6
Stasiun Meteorologi Perak I,96933,09/11/1987,26.2,35,30.2,64,0,7.7,2,4
Stasiun Meteorologi Perak I,96933,10/11/1987,25.6,35.2,29.6,72,7.2,3.3,3,6
Stasiun Meteorologi Perak I,96933,11/11/1987,26.2,37.2,30.2,67,0,6,2,5
Stasiun Meteorologi Perak I,96933,12/11/1987,26.2,37,30.9,63,0,8,3,5
Stasiun Meteorologi Perak I,96933,13/11/1987,26,36.8,30.6,68,0,7.3,3,5
Stasiun Meteorologi Perak I,96933,14/11/1987,25,37,30.5,65,0,5.9,2,4
Stasiun Meteorologi Perak I,96933,15/11/1987,24.6,35.9,30.2,60,0,4.2,3,6
Stasiun Meteorologi Perak I,96933,16/11/1987,25.6,35.4,29.9,62,0,4,2,3
Stasiun Meteorologi Perak I,96933,17/11/1987,25.5,36,30.8,60,0,7.2,2,3
Stasiun Meteorologi Perak I,96933,18/11/1987,25,31.4,28.4,73,0,0,2,6
Stasiun Meteorologi Perak I,96933,19/11/1987,25.2,34.4,30.3,62,0,5,3,5
Stasiun Meteorologi Perak I,96933,20/11/1987,23.3,32,28.2,78,48.3,1.8,2,4
Stasiun Meteorologi Perak I,96933,21/11/1987,24,32.4,27.2,81,4.3,5.6,2,5
Stasiun Meteorologi Perak I,96933,22/11/1987,24.4,32.5,27.2,83,1.1,2.3,3,5
Stasiun Meteorologi Perak I,96933,23/11/1987,25.2,35,29.2,76,0,4.8,2,3
Stasiun Meteorologi Perak I,96933,24/11/1987,24.3,32.2,28.1,80,14.6,3.2,2,3
Stasiun Meteorologi Perak I,96933,25/11/1987,24.8,35.4,29.8,72,13,5.5,2,3
Stasiun Meteorologi Perak I,96933,26/11/1987,23.8,37.4,29.4,76,76,5.9,2,3
Stasiun Meteorologi Perak I,96933,27/11/1987,25.5,32.4,28.6,81,0.4,5.5,2,3
Stasiun Meteorologi Perak I,96933,28/11/1987,25.6,34.4,28.7,78,0,4.2,2,3
Stasiun Meteorologi Perak I,96933,29/11/1987,24.2,34,29.4,78,21.2,6.9,2,5
Stasiun Meteorologi Perak I,96933,30/11/1987,25,32.2,28.6,83,0,7.5,2,4
Stasiun Meteorologi Perak I,96933,01/12/1987,24.4,32.4,28.1,82,39.3,6.4,2,3
Stasiun Meteorologi Perak I,96933,02/12/1987,25.5,34,29,76,4.5,8,3,5
Stasiun Meteorologi Perak I,96933,03/12/1987,24,33,29,78,30.4,5.4,3,5
Stasiun Meteorologi Perak I,96933,04/12/1987,24.6,32.2,28.8,81,19.5,5.6,2,8
Stasiun Meteorologi Perak I,96933,05/12/1987,24.6,30.2,27.8,86,8.3,1.8,2,4
Stasiun Meteorologi Perak I,96933,06/12/1987,24.6,30.2,27.8,83,0.1,2,2,4
Stasiun Meteorologi Perak I,96933,07/12/1987,24.8,33.2,28.6,79,0,6.4,2,4
Stasiun Meteorologi Perak I,96933,08/12/1987,24,32.2,27.2,85,21.2,4,2,4
Stasiun Meteorologi Perak I,96933,09/12/1987,25.1,31.2,27.9,86,0.4,1.2,2,3
Stasiun Meteorologi Perak I,96933,10/12/1987,23.4,34,27.7,83,58,4.9,3,3
Stasiun Meteorologi Perak I,96933,11/12/1987,23.5,31,27.7,85,40.4,1.8,3,3
Stasiun Meteorologi Perak I,96933,12/12/1987,23.5,30.2,26.6,92,14.1,0.8,3,3
Stasiun Meteorologi Perak I,96933,13/12/1987,24.4,28.4,27,92,9.6,0,2,3
Stasiun Meteorologi Perak I,96933,14/12/1987,24.5,31.6,28.3,82,0.2,1.9,3,5
Stasiun Meteorologi Perak I,96933,15/12/1987,23,30.6,27,85,19.7,1,3,4
Stasiun Meteorologi Perak I,96933,16/12/1987,24.7,29.4,26.4,83,0.5,1,3,5
Stasiun Meteorologi Perak I,96933,17/12/1987,24.2,32.6,28.8,76,4.8,5.2,3,6
Stasiun Meteorologi Perak I,96933,18/12/1987,25,31,28.2,78,0,0,3,4
Stasiun Meteorologi Perak I,96933,19/12/1987,22.8,32.8,27.7,78,8.8,7,2,8
Stasiun Meteorologi Perak I,96933,20/12/1987,25,31.8,28.2,80,0.3,7.4,4,5
Stasiun Meteorologi Perak I,96933,21/12/1987,25.5,33,28.4,78,27.3,6.6,3,5
Stasiun Meteorologi Perak I,96933,22/12/1987,25.4,32.5,27.3,82,3.2,4.4,4,8
Stasiun Meteorologi Perak I,96933,23/12/1987,24.4,32.2,28.3,78,2.8,3.8,3,5
Stasiun Meteorologi Perak I,96933,24/12/1987,25,32,27.3,83,0.4,5.9,3,10
Stasiun Meteorologi Perak I,96933,25/12/1987,24.5,32.7,27.5,81,30.2,7.5,3,4
Stasiun Meteorologi Perak I,96933,26/12/1987,24.5,32,28.3,74,0,4.8,3,4
Stasiun Meteorologi Perak I,96933,27/12/1987,24,32.7,28.4,73,0,5.8,2,3
Stasiun Meteorologi Perak I,96933,28/12/1987,25,33,29.2,73,4.5,7.8,2,4
Stasiun Meteorologi Perak I,96933,29/12/1987,25,32.9,29,75,0,7.8,2,3
Stasiun Meteorologi Perak I,96933,30/12/1987,23.2,32.5,28.8,69,20,7.3,3,4
Stasiun Meteorologi Perak I,96933,31/12/1987,23.8,32,28.4,78,40,7.2,3,4
Stasiun Meteorologi Perak I,96933,01/01/1988,26,33.6,29.2,77,0,7.3,2,4
Stasiun Meteorologi Perak I,96933,02/01/1988,24.6,32.4,28.9,77,20,6.9,2,3
Stasiun Meteorologi Perak I,96933,03/01/1988,24.4,33.6,27.3,87,22.8,5.3,2,3
Stasiun Meteorologi Perak I,96933,04/01/1988,26.4,32.6,28.9,76,0,7,2,3
Stasiun Meteorologi Perak I,96933,05/01/1988,23,32.2,27.8,84,65,4.2,2,3
Stasiun Meteorologi Perak I,96933,06/01/1988,24.6,31.4,27.1,86,0,3.4,2,3
Stasiun Meteorologi Perak I,96933,07/01/1988,25.5,32,28.5,74,0,3.7,2,3
Stasiun Meteorologi Perak I,96933,08/01/1988,24.5,32.6,28,79,2.3,3.7,2,4
Stasiun Meteorologi Perak I,96933,09/01/1988,23.5,32.4,26.5,85,53.2,3.9,2,4
Stasiun Meteorologi Perak I,96933,10/01/1988,24,33.2,27.6,84,9.3,6.3,3,8
Stasiun Meteorologi Perak I,96933,11/01/1988,24.5,34,27.1,85,12.7,7.5,2,4
Stasiun Meteorologi Perak I,96933,12/01/1988,25.2,31.4,28.1,84,11.3,4.5,3,3
Stasiun Meteorologi Perak I,96933,13/01/1988,23.7,31,27.7,87,3.2,1.1,3,3
Stasiun Meteorologi Perak I,96933,14/01/1988,25,27,25.7,93,8.8,0,2,3
Stasiun Meteorologi Perak I,96933,15/01/1988,25.2,31.6,27.7,86,0,2.8,2,3
Stasiun Meteorologi Perak I,96933,16/01/1988,25.4,33,28.1,81,0.3,4.4,2,3
Stasiun Meteorologi Perak I,96933,17/01/1988,24.5,31.2,28.7,84,16.7,5.5,2,4
Stasiun Meteorologi Perak I,96933,18/01/1988,25.6,32.2,28,84,10.6,5.5,2,4
Stasiun Meteorologi Perak I,96933,19/01/1988,25.5,32.2,28.4,84,0,2.1,2,3
Stasiun Meteorologi Perak I,96933,20/01/1988,25,31.8,28.2,83,1.4,3.6,2,3
Stasiun Meteorologi Perak I,96933,21/01/1988,24.5,31.4,26.5,92,2.3,2.2,2,3
Stasiun Meteorologi Perak I,96933,22/01/1988,24.5,32.8,27.9,83,0,6,2,4
Stasiun Meteorologi Perak I,96933,23/01/1988,25,30.8,27.7,88,1.6,3.6,2,3
Stasiun Meteorologi Perak I,96933,24/01/1988,23.4,31.6,27.5,88,20.1,5.2,3,18
Stasiun Meteorologi Perak I,96933,25/01/1988,25,30,26.9,90,0,1,2,3
Stasiun Meteorologi Perak I,96933,26/01/1988,23.6,32,28.1,80,91.5,4,2,5
Stasiun Meteorologi Perak I,96933,27/01/1988,24.5,31.8,26.2,91,18.7,3.4,3,4
Stasiun Meteorologi Perak I,96933,28/01/1988,24,31.5,27.2,85,30.6,3.5,2,3
Stasiun Meteorologi Perak I,96933,29/01/1988,24.8,31.2,27.4,85,21.3,1.6,2,3
Stasiun Meteorologi Perak I,96933,30/01/1988,24.8,31,27.1,86,0,4.8,3,6
Stasiun Meteorologi Perak I,96933,31/01/1988,24.6,33,26.8,81,0,0,3,4
Stasiun Meteorologi Perak I,96933,01/02/1988,25.2,31.5,27.8,82,4.8,2.9,2,3
Stasiun Meteorologi Perak I,96933,02/02/1988,24.5,32.2,27.7,81,0.3,4.8,3,7
Stasiun Meteorologi Perak I,96933,03/02/1988,25,31.4,27.1,84,0,1.5,3,4
Stasiun Meteorologi Perak I,96933,04/02/1988,23.5,32.8,27.4,84,32.5,6.4,3,5
Stasiun Meteorologi Perak I,96933,05/02/1988,24.5,31,27,83,14,0.2,3,5
Stasiun Meteorologi Perak I,96933,06/02/1988,24.7,28.6,25.5,93,10.4,0,3,4
Stasiun Meteorologi Perak I,96933,07/02/1988,24.6,31,26.9,84,0,3.3,2,3
Stasiun Meteorologi Perak I,96933,08/02/1988,25.2,32,28.3,81,0.8,4.4,2,3
Stasiun Meteorologi Perak I,96933,09/02/1988,23.4,31.8,27.8,84,9.2,3.8,2,6
Stasiun Meteorologi Perak I,96933,10/02/1988,24.4,29.8,26.7,85,0,0,3,5
Stasiun Meteorologi Perak I,96933,11/02/1988,24,30.6,26.9,83,0.9,3,3,6
Stasiun Meteorologi Perak I,96933,12/02/1988,24.4,31.5,27.9,81,0,5.9,4,8
Stasiun Meteorologi Perak I,96933,13/02/1988,23.7,31.8,26.3,83,23.5,7.9,3,4
Stasiun Meteorologi Perak I,96933,14/02/1988,24.5,31.8,27.7,81,0,7.2,3,6
Stasiun Meteorologi Perak I,96933,15/02/1988,24,30.2,27.7,82,1,3.8,3,6
Stasiun Meteorologi Perak I,96933,16/02/1988,24,31,27.3,84,3.9,4.8,2,4
Stasiun Meteorologi Perak I,96933,17/02/1988,24.3,33,28.1,79,1,7.4,3,5
Stasiun Meteorologi Perak I,96933,18/02/1988,23.4,32,27.6,81,6,5.8,3,4
Stasiun Meteorologi Perak I,96933,19/02/1988,24,32,26.7,86,3.3,6.4,2,3
Stasiun Meteorologi Perak I,96933,20/02/1988,25.5,33.3,28.5,76,0,8,2,4
Stasiun Meteorologi Perak I,96933,21/02/1988,23.8,33.8,28.4,80,10,6.6,2,4
Stasiun Meteorologi Perak I,96933,22/02/1988,25,33,28.1,82,0,7,2,4
Stasiun Meteorologi Perak I,96933,23/02/1988,25.3,32,28.7,76,0,5.7,2,4
Stasiun Meteorologi Perak I,96933,24/02/1988,25.5,32.8,27.8,81,0,4.8,2,4
Stasiun Meteorologi Perak I,96933,25/02/1988,25.2,32.4,29.6,75,0,7.1,2,4
Stasiun Meteorologi Perak I,96933,26/02/1988,24.2,33.2,29.5,78,0,4.5,2,3
Stasiun Meteorologi Perak I,96933,27/02/1988,26.5,33.8,28.7,78,0.5,6.1,2,5
Stasiun Meteorologi Perak I,96933,28/02/1988,26.3,34.4,29.4,80,0,8,2,4
Stasiun Meteorologi Perak I,96933,29/02/1988,26,33.5,29.8,76,0,8,2,4
Stasiun Meteorologi Perak I,96933,01/03/1988,25,33,30,76,0,6.8,2,3
Stasiun Meteorologi Perak I,96933,02/03/1988,26,34.2,29.9,74,0,8,2,4
Stasiun Meteorologi Perak I,96933,03/03/1988,26.4,34.6,29.5,76,0.2,6.5,2,3
Stasiun Meteorologi Perak I,96933,04/03/1988,25.2,32.4,28.2,82,0,3.5,3,6
Stasiun Meteorologi Perak I,96933,05/03/1988,24.5,33.6,28.5,79,0,4.7,2,3
Stasiun Meteorologi Perak I,96933,06/03/1988,25.6,33.2,28.2,79,0,3,2,3
Stasiun Meteorologi Perak I,96933,07/03/1988,25,32.5,28.5,80,0,2,2,3
Stasiun Meteorologi Perak I,96933,08/03/1988,25,33,28.1,80,0,5.9,2,4
Stasiun Meteorologi Perak I,96933,09/03/1988,24.5,33.6,28.5,80,15.1,6.8,2,7
Stasiun Meteorologi Perak I,96933,10/03/1988,25,33.6,27.7,81,0,6.6,2,3
Stasiun Meteorologi Perak I,96933,11/03/1988,24.5,35.4,29.2,76,0.2,7.1,2,3
Stasiun Meteorologi Perak I,96933,12/03/1988,25.6,32.5,28.4,84,0.8,6.6,2,3
Stasiun Meteorologi Perak I,96933,13/03/1988,24.3,32.4,28.1,84,0,2.8,2,3
Stasiun Meteorologi Perak I,96933,14/03/1988,24.2,31,27.7,82,0,0.6,2,4
Stasiun Meteorologi Perak I,96933,15/03/1988,25.5,34.6,29.2,74,0,8,2,4
Stasiun Meteorologi Perak I,96933,16/03/1988,23.8,34.2,28.4,81,15,6.4,2,4
Stasiun Meteorologi Perak I,96933,17/03/1988,25,33,28.2,84,1.2,5.3,2,4
Stasiun Meteorologi Perak I,96933,18/03/1988,24.9,31.5,27,88,6.9,2.7,2,5
Stasiun Meteorologi Perak I,96933,19/03/1988,24.5,34.2,28.1,84,1,3.1,2,5
Stasiun Meteorologi Perak I,96933,20/03/1988,23,34.2,26.8,90,70,3.1,2,4
Stasiun Meteorologi Perak I,96933,21/03/1988,24,33.6,27.7,87,33.6,6.4,2,3
Stasiun Meteorologi Perak I,96933,22/03/1988,25,32,28,85,2.2,1,2,4
Stasiun Meteorologi Perak I,96933,23/03/1988,25.1,32.8,27.5,88,0.4,6.2,3,4
Stasiun Meteorologi Perak I,96933,24/03/1988,25.2,33,28.3,83,3.1,3.5,3,8
Stasiun Meteorologi Perak I,96933,25/03/1988,25.5,32,27.8,84,0,0.4,3,5
Stasiun Meteorologi Perak I,96933,26/03/1988,25.2,31.4,28,80,0,0.8,3,4
Stasiun Meteorologi Perak I,96933,27/03/1988,25.5,32,28,80,2.1,2.1,3,8
Stasiun Meteorologi Perak I,96933,28/03/1988,25,33,29.1,80,7.6,8,2,6
Stasiun Meteorologi Perak I,96933,29/03/1988,25,31.4,28.4,80,0,1.2,4,8
Stasiun Meteorologi Perak I,96933,30/03/1988,23.5,34,28.7,79,16.9,7.6,2,5
Stasiun Meteorologi Perak I,96933,31/03/1988,25.5,31.4,26.6,90,3.4,2.8,2,3
Stasiun Meteorologi Perak I,96933,01/04/1988,25,32.8,28.2,83,3.8,7,2,4
Stasiun Meteorologi Perak I,96933,02/04/1988,22,32.4,27,86,37.2,5.6,2,5
Stasiun Meteorologi Perak I,96933,03/04/1988,24,32.4,28.2,82,0,8,2,5
Stasiun Meteorologi Perak I,96933,04/04/1988,22.6,32.6,27.6,76,0,8,2,3
Stasiun Meteorologi Perak I,96933,05/04/1988,25,29.5,28.2,77,0.1,7.5,2,3
Stasiun Meteorologi Perak I,96933,06/04/1988,24.4,31.2,28.2,78,0,5.5,2,3
Stasiun Meteorologi Perak I,96933,07/04/1988,24,32.6,28.1,79,48,2,2,3
Stasiun Meteorologi Perak I,96933,08/04/1988,25.2,31.7,28.6,83,0,6.8,2,3
Stasiun Meteorologi Perak I,96933,09/04/1988,24.4,32.8,28.3,78,9.5,7.2,2,3
Stasiun Meteorologi Perak I,96933,10/04/1988,24.8,33.2,29.1,76,0,7.2,2,3
Stasiun Meteorologi Perak I,96933,11/04/1988,26,32.7,29.2,76,0,8,2,5
Stasiun Meteorologi Perak I,96933,12/04/1988,25.5,33.2,29.5,74,0,8,3,6
Stasiun Meteorologi Perak I,96933,13/04/1988,23.2,32.6,28.8,71,0,8,3,5
Stasiun Meteorologi Perak I,96933,14/04/1988,25,32.2,28,76,0,5.1,2,3
Stasiun Meteorologi Perak I,96933,15/04/1988,26,32.4,29.1,70,0,6.7,2,3
Stasiun Meteorologi Perak I,96933,16/04/1988,25.4,32,28.5,78,0,3.3,2,3
Stasiun Meteorologi Perak I,96933,17/04/1988,25.4,32.6,28.8,79,0,4,2,4
Stasiun Meteorologi Perak I,96933,18/04/1988,26.5,32.6,29.4,80,0,4.8,3,5
Stasiun Meteorologi Perak I,96933,19/04/1988,24.6,32.2,29.1,78,19.6,7,3,4
Stasiun Meteorologi Perak I,96933,20/04/1988,26,32.3,28.4,82,0,6.8,2,6
Stasiun Meteorologi Perak I,96933,21/04/1988,25.6,32.6,29.8,75,0,8,3,4
Stasiun Meteorologi Perak I,96933,22/04/1988,25.2,32.2,29.2,76,0,8,3,5
Stasiun Meteorologi Perak I,96933,23/04/1988,25.5,32.4,28.9,78,1,7.7,3,6
Stasiun Meteorologi Perak I,96933,24/04/1988,25.2,32.5,29.6,72,0,8,3,6
Stasiun Meteorologi Perak I,96933,25/04/1988,25.2,32.4,29.5,70,0,8,3,8
Stasiun Meteorologi Perak I,96933,26/04/1988,25,32.9,29.5,69,0,8,2,6
Stasiun Meteorologi Perak I,96933,27/04/1988,26,33,28.4,78,0,5.9,2,3
Stasiun Meteorologi Perak I,96933,28/04/1988,25.8,32.6,29.6,75,0,7.8,2,3
Stasiun Meteorologi Perak I,96933,29/04/1988,25,33.4,29.2,75,0,7.7,3,4
Stasiun Meteorologi Perak I,96933,30/04/1988,25.5,33.6,29.3,75,0,7.8,2,4
Stasiun Meteorologi Perak I,96933,01/05/1988,25.5,32.6,28.1,80,0,2.5,2,3
Stasiun Meteorologi Perak I,96933,02/05/1988,25.8,33.1,28.9,74,0,2.7,2,4
Stasiun Meteorologi Perak I,96933,03/05/1988,25.5,32.2,28.9,79,0.8,5.8,2,3
Stasiun Meteorologi Perak I,96933,04/05/1988,24.8,31.2,28.4,81,0,1.6,2,4
Stasiun Meteorologi Perak I,96933,05/05/1988,26.2,32.6,28.3,83,0,3.9,2,4
Stasiun Meteorologi Perak I,96933,06/05/1988,25.3,32.7,29.1,80,12,4.6,3,4
Stasiun Meteorologi Perak I,96933,07/05/1988,23.6,32,27.6,90,107.6,1.8,2,4
Stasiun Meteorologi Perak I,96933,08/05/1988,24.7,31.6,27.8,84,0.6,7.8,2,4
Stasiun Meteorologi Perak I,96933,09/05/1988,24.5,30.2,27.5,86,14,1,2,4
Stasiun Meteorologi Perak I,96933,10/05/1988,25.6,29.8,27.4,89,0.1,1,2,4
Stasiun Meteorologi Perak I,96933,11/05/1988,26,32,28,85,0,1.8,2,3
Stasiun Meteorologi Perak I,96933,12/05/1988,25.5,32.5,28.7,82,0,6.7,2,5
Stasiun Meteorologi Perak I,96933,13/05/1988,25,32.2,28.8,84,10.4,6.7,2,6
Stasiun Meteorologi Perak I,96933,14/05/1988,25,32.2,28.1,85,10.2,3.3,2,2
Stasiun Meteorologi Perak I,96933,15/05/1988,25.6,32.2,28.5,86,0,6.7,2,4
Stasiun Meteorologi Perak I,96933,16/05/1988,25.3,32,28.4,84,0,8,2,3
Stasiun Meteorologi Perak I,96933,17/05/1988,25,31.2,28.3,82,5,5,2,3
Stasiun Meteorologi Perak I,96933,18/05/1988,25,32.4,28.2,82,0,4.8,2,2
Stasiun Meteorologi Perak I,96933,19/05/1988,25.8,32.6,28.5,81,0,8,2,3
Stasiun Meteorologi Perak I,96933,20/05/1988,25.2,32.5,28.8,82,0,7.6,2,3
Stasiun Meteorologi Perak I,96933,21/05/1988,24.5,32.8,28.6,84,0.9,6.6,2,3
Stasiun Meteorologi Perak I,96933,22/05/1988,25,32.4,28.9,82,0,5.4,2,4
Stasiun Meteorologi Perak I,96933,23/05/1988,26,32,28.9,82,0,6,2,3
Stasiun Meteorologi Perak I,96933,24/05/1988,25,32.5,29.7,76,0,8,2,3
Stasiun Meteorologi Perak I,96933,25/05/1988,25.6,32.8,28.5,79,0,6.6,2,3
Stasiun Meteorologi Perak I,96933,26/05/1988,24,32.5,28.8,82,0,8,2,3
Stasiun Meteorologi Perak I,96933,27/05/1988,26.5,33.2,27.9,83,0,6,2,3
Stasiun Meteorologi Perak I,96933,28/05/1988,26,32.2,29.2,82,0,5.1,3,4
Stasiun Meteorologi Perak I,96933,29/05/1988,25.2,32.9,29,75,0,8,2,3
Stasiun Meteorologi Perak I,96933,30/05/1988,24.5,32.6,29.4,76,0,6.7,3,4
Stasiun Meteorologi Perak I,96933,31/05/1988,25.4,32.2,28.5,80,0,8,2,4
Stasiun Meteorologi Perak I,96933,01/06/1988,24.5,32.6,28.4,82,0,6.7,2,4
Stasiun Meteorologi Perak I,96933,02/06/1988,23.5,33,28.5,79,0,8,2,4
Stasiun Meteorologi Perak I,96933,03/06/1988,26,31.8,28.6,76,0,8,2,4
Stasiun Meteorologi Perak I,96933,04/06/1988,25.5,32.6,28.7,86,0,7.8,2,4
Stasiun Meteorologi Perak I,96933,05/06/1988,25.5,32.4,29,84,0,6,2,3
Stasiun Meteorologi Perak I,96933,06/06/1988,25.2,32,29,82,0.5,5.3,2,5
Stasiun Meteorologi Perak I,96933,07/06/1988,25.6,31,28.6,83,1.5,5.6,2,4
Stasiun Meteorologi Perak I,96933,08/06/1988,24.5,27.8,26.1,79,10,1.7,2,4
Stasiun Meteorologi Perak I,96933,09/06/1988,26,32,28.3,80,7.3,8,2,3
Stasiun Meteorologi Perak I,96933,10/06/1988,24,32,28.7,78,0,7.5,2,5
Stasiun Meteorologi Perak I,96933,11/06/1988,23.5,31.5,28,78,0,8,2,3
Stasiun Meteorologi Perak I,96933,12/06/1988,23,32,28.2,78,0,8,2,5
Stasiun Meteorologi Perak I,96933,13/06/1988,24.2,32,27.7,82,0,8,2,4
Stasiun Meteorologi Perak I,96933,14/06/1988,23,32,28.7,70,0,7.9,2,5
Stasiun Meteorologi Perak I,96933,15/06/1988,25.5,32,28.6,76,0,6.7,2,3
Stasiun Meteorologi Perak I,96933,16/06/1988,24,32,28.4,72,0,3.5,3,4
Stasiun Meteorologi Perak I,96933,17/06/1988,23.5,32,28.3,79,0.5,5.8,3,5
Stasiun Meteorologi Perak I,96933,18/06/1988,23.5,31.5,27.4,78,5.5,7.9,2,4
Stasiun Meteorologi Perak I,96933,19/06/1988,26,32.4,27.9,76,0,7.8,3,5
Stasiun Meteorologi Perak I,96933,20/06/1988,23,31.5,29.8,62,0,8,3,5
Stasiun Meteorologi Perak I,96933,21/06/1988,20.5,30.6,27,66,0,8,3,4
Stasiun Meteorologi Perak I,96933,22/06/1988,24.2,32,26.1,74,0,8,2,5
Stasiun Meteorologi Perak I,96933,23/06/1988,25.2,32.8,27.6,74,0.2,6.7,2,4
Stasiun Meteorologi Perak I,96933,24/06/1988,23.8,31.5,27.8,76,0,8,3,5
Stasiun Meteorologi Perak I,96933,25/06/1988,22.6,31.4,27.9,74,0,7.7,3,6
Stasiun Meteorologi Perak I,96933,26/06/1988,21.6,31.5,26.9,74,0,8,3,4
Stasiun Meteorologi Perak I,96933,27/06/1988,22,30.6,26.9,67,0,8,2,3
Stasiun Meteorologi Perak I,96933,28/06/1988,20.6,31.2,26.2,70,0,8,3,4
Stasiun Meteorologi Perak I,96933,29/06/1988,20.6,31.2,26,76,0,8,3,7
Stasiun Meteorologi Perak I,96933,30/06/1988,21.8,31,26.1,76,0,8,2,5
Stasiun Meteorologi Perak I,96933,01/07/1988,22,32.6,26.2,78,0,7.4,2,3
Stasiun Meteorologi Perak I,96933,02/07/1988,23.2,32.6,27.1,75,0,8,2,4
Stasiun Meteorologi Perak I,96933,03/07/1988,23,32.1,27.9,76,0,7.9,2,3
Stasiun Meteorologi Perak I,96933,04/07/1988,24.2,31.6,26.3,82,0,6.2,3,8
Stasiun Meteorologi Perak I,96933,05/07/1988,23.6,31.8,27.5,79,0,8,2,5
Stasiun Meteorologi Perak I,96933,06/07/1988,22.5,31.6,26.9,79,0,7.8,2,3
Stasiun Meteorologi Perak I,96933,07/07/1988,21,32,26.6,76,0,7.8,2,4
Stasiun Meteorologi Perak I,96933,08/07/1988,20.6,31.8,26.1,72,0,7.6,2,3
Stasiun Meteorologi Perak I,96933,09/07/1988,21.7,31.8,26.7,69,0,8,2,4
Stasiun Meteorologi Perak I,96933,10/07/1988,21.8,31.8,26.4,77,0,8,2,4
Stasiun Meteorologi Perak I,96933,11/07/1988,20,31,26.2,78,0,7.9,2,4
Stasiun Meteorologi Perak I,96933,12/07/1988,21,32,25.8,69,0,8,2,3
Stasiun Meteorologi Perak I,96933,13/07/1988,22.7,31.6,25.9,77,0,8,2,5
Stasiun Meteorologi Perak I,96933,14/07/1988,25,32.2,26.8,74,0,8,2,3
Stasiun Meteorologi Perak I,96933,15/07/1988,24.6,32.2,27.6,76,0,2.2,3,6
Stasiun Meteorologi Perak I,96933,16/07/1988,22.8,31.2,26.9,74,0,4.1,3,3
Stasiun Meteorologi Perak I,96933,17/07/1988,23.2,31.2,26.9,72,0,8,2,3
Stasiun Meteorologi Perak I,96933,18/07/1988,21,31.4,26.2,67,0,6.8,2,3
